HGNC ,Kinase Classification,PG.ProteinGroups,[4] Hek293_XO44_invivo_1.raw.PG.Quantity,[5] Hek293_XO44_invivo_2.raw.PG.Quantity,[6] Hek293_XO44_invivo_3.raw.PG.Quantity,[10] HeLa_XO44_invivo_1.raw.PG.Quantity,[11] HeLa_XO44_invivo_2.raw.PG.Quantity,[12] HeLa_XO44_invivo_3.raw.PG.Quantity,average_hek293_X044_invivo,average_hela_X044_invivo
PRKCA,AGC,P17252,1568.0751953125,1140.3165283203125,1369.0003662109375,1365.85546875,1227.1575927734375,1853.356689453125,1359.1306966145833,1482.1232503255208
PRKCB,AGC,P05771,1758.1923828125,1281.8994140625,1352.9132080078125,1209.2237548828125,1166.4276123046875,1462.9248046875,1464.3350016276042,1279.525390625
PRKCD,AGC,Q05655,3160.85791015625,2339.952392578125,2696.2255859375,2439.151611328125,2301.44775390625,3491.530029296875,2732.3452962239585,2744.0431315104165
PRKCE,AGC,Q02156,1110.72509765625,930.8009643554688,1131.0584716796875,386.4588012695313,389.1858215332031,333.4011535644531,1057.5281778971355,369.6819254557292
PRKCH,AGC,P24723,3632.865966796875,2392.3935546875,3406.106689453125,513.0066528320312,950.4651489257812,711.6744384765625,3143.7887369791665,725.0487467447916
PRKCI,AGC,P41743,2897.194091796875,2681.74169921875,2684.395751953125,3800.361572265625,3196.335693359375,4545.4677734375,2754.44384765625,3847.3883463541665
PRKCQ,AGC,Q04759,644.8306884765625,558.693603515625,627.9874877929688,38.430057525634766,130.2753448486328,163.65626525878906,610.5039265950521,110.78722254435222
PRKCZ,AGC,Q05513,352.34136962890625,210.235595703125,294.6990051269531,324.5154724121094,343.0090026855469,536.0084838867188,285.75865681966144,401.1776529947917
PRKD1,CAMK,Q15139,1258.7149658203125,1046.99365234375,1154.9483642578125,104.22728729248048,138.2156982421875,44.00282669067383,1153.5523274739583,95.48193740844727
PRKD2,CAMK,Q9BZL6,1507.271728515625,1185.991455078125,1597.6826171875,604.34423828125,770.3861083984375,925.8330078125,1430.3152669270833,766.8544514973959
PRKD3,CAMK,O94806,2850.1318359375,2232.029052734375,2426.17626953125,1161.1953125,1251.663330078125,1679.5362548828125,2502.779052734375,1364.1316324869792
PRKDC,Atypical,P78527,45396.01953125,39850.35546875,48744.703125,36936.0078125,36282.63671875,50056.36328125,44663.692708333336,41091.669270833336
PRKG1,AGC,Q13976,1992.2542724609373,2336.09326171875,2079.2060546875,210.46908569335935,116.23943328857422,394.6687316894531,2135.8511962890625,240.4590835571289
PRKX,AGC,P51817,1152.4951171875,1495.6031494140625,2308.181396484375,19501.857421875,15830.0986328125,25830.828125,1652.0932210286458,20387.5947265625
PRPF4B,CMGC,Q13523,3969.8056640625,4229.0224609375,5097.9462890625,6451.17919921875,7209.9560546875,7514.7421875,4432.258138020833,7058.625813802083
PTK2,TK,Q05397,7452.27490234375,6305.01904296875,6930.5966796875,3187.572509765625,2985.093017578125,4226.47607421875,6895.963541666667,3466.3805338541665
PTK2B,TK,Q14289,1610.5546875,1143.191162109375,1745.664794921875,285.5414123535156,612.0777587890625,395.5043029785156,1499.8035481770833,431.04115804036456
PTK7,TK,Q13308,882.1163330078125,656.9591674804688,796.2493286132812,100.98184967041016,103.01139831542967,138.72885131835938,778.4416097005209,114.2406997680664
PXK,Other,Q7Z7A4,246.61752319335935,121.3148956298828,218.1670837402344,196.5102081298828,76.33289337158203,130.3525848388672,195.3665008544922,134.398562113444
RAF1,TKL,P04049,5547.27587890625,4588.177734375,5106.04248046875,3346.55810546875,3370.94287109375,4318.267578125,5080.498697916667,3678.5895182291665
RIOK1,Atypical,Q9BRS2,1169.4630126953125,936.2750854492188,1004.8490600585938,932.5936889648438,963.4592895507812,1572.023681640625,1036.8623860677083,1156.0255533854167
RIOK2,Atypical,Q9BVS4,1214.43310546875,1249.5537109375,1252.5673828125,886.0311889648438,877.9727783203125,1112.464599609375,1238.8513997395833,958.8228556315104
RIOK3,Atypical,O14730,997.3513793945312,925.3710327148438,938.0453491210938,1222.865478515625,866.09228515625,1525.0338134765625,953.5892537434896,1204.6638590494792
RIPK1,TKL,Q13546,4031.41357421875,3308.376708984375,3294.222412109375,2959.996826171875,2937.277099609375,3850.14404296875,3544.6708984375,3249.1393229166665
RIPK2,TKL,O43353,7131.80078125,6211.7333984375,6485.482421875,4781.7041015625,5033.8115234375,6452.39892578125,6609.672200520833,5422.63818359375
RIPK4,TKL,P57078,1441.701904296875,1158.7889404296875,1190.7569580078125,307.6904296875,128.0548553466797,312.4556579589844,1263.749267578125,249.4003143310547
RNASEL,Other,Q05823,111.72462463378906,79.86270141601562,115.08113098144533,11.143613815307615,16.476613998413086,43.980953216552734,102.22281901041667,23.86706034342448
ROCK1,AGC,Q13464,2680.373291015625,2383.436279296875,2711.943603515625,3118.18212890625,3221.923583984375,4108.8486328125,2591.917724609375,3482.9847819010415
ROCK2,AGC,O75116,12510.599609375,10910.3046875,12245.5458984375,16132.248046875,16744.1875,20815.708984375,11888.816731770834,17897.381510416668
ROR1,TK,Q01973,1099.1510009765625,991.638427734375,1255.2012939453125,410.8353576660156,290.0834655761719,557.0731201171875,1115.3302408854167,419.3306477864583
ROR2,TK,Q01974,688.4324340820312,559.646484375,662.4779052734375,746.2576904296875,664.4725952148438,1001.4104614257812,636.8522745768229,804.0469156901041
RPS6KA1,AGC,Q15418,13531.177734375,11580.4580078125,12904.9443359375,11858.2275390625,12495.25390625,16513.919921875,12672.193359375,13622.467122395834
RPS6KA3,AGC,P51812,69524.7421875,60382.21484375,62111.203125,60358.6796875,65542.3984375,83565.9609375,64006.053385416664,69822.34635416667
RPS6KA4,AGC,O75676,1607.025390625,1298.0645751953125,1277.3822021484375,2939.037109375,3055.09765625,3236.612548828125,1394.1573893229167,3076.915771484375
RPS6KA5,AGC,O75582,14601.517578125,12086.2392578125,12764.4501953125,5061.7724609375,5171.38427734375,7514.4404296875,13150.735677083334,5915.86572265625
RPS6KA6,AGC,Q9UK32,4549.88720703125,3210.070556640625,3230.924560546875,652.6860961914062,361.0986022949219,572.4608764648438,3663.62744140625,528.748524983724
RPS6KB1,AGC,P23443,5170.83984375,4279.5458984375,5035.9599609375,2375.635009765625,2408.9443359375,3389.559326171875,4828.781901041667,2724.712890625
RPS6KB2,AGC,Q9UBS0,1574.5537109375,1214.6075439453125,1401.98583984375,1724.3380126953125,2091.513916015625,2744.097900390625,1397.0490315755208,2186.649943033854
SCYL1,Other,Q96KG9,1052.706298828125,815.3289794921875,902.0831298828124,1710.5828857421875,1602.767333984375,2361.3046875,923.372802734375,1891.5516357421875
SCYL2,Other,Q6P3W7,1019.7439575195312,770.9306640625,900.0439453125,1054.8778076171875,933.0758056640624,1431.784912109375,896.9061889648438,1139.912841796875
SCYL3,Other,Q8IZE3,594.8447875976562,311.9438781738281,456.73333740234375,268.3667907714844,300.6099853515625,464.9291687011719,454.50733439127606,344.63531494140625
SGK1,AGC,O00141,306.24542236328125,188.9205474853516,202.3146209716797,1397.23046875,1550.699951171875,1880.88232421875,232.4935302734375,1609.604248046875
SGK3,AGC,Q96BR1,4320.94140625,2677.17822265625,2862.74169921875,455.9192810058594,351.73291015625,632.1987915039062,3286.9537760416665,479.95032755533856
SIK2,CAMK,Q9H0K1,3897.04638671875,3491.0693359375,4499.11767578125,5543.26953125,4789.81884765625,7026.47119140625,3962.4111328125,5786.519856770833
SIK3,CAMK,Q9Y2K2,733.004150390625,644.6038818359375,745.977783203125,341.7394104003906,330.9208068847656,445.84771728515625,707.8619384765625,372.8359781901042
SLK,STE,Q9H2G2,30327.216796875,28968.87109375,29468.75390625,9003.82421875,8503.140625,10895.21484375,29588.280598958332,9467.393229166666
SMG1,Atypical,Q96Q15,877.4403686523438,754.8472900390625,891.19873046875,753.8226318359375,775.48779296875,949.73095703125,841.1621297200521,826.3471272786459
SNRK,CAMK,Q9NRH2,2772.600341796875,2042.404052734375,2661.31689453125,1000.30419921875,1337.1495361328125,1446.8607177734375,2492.1070963541665,1261.4381510416667
SRC,TK,P12931,31074.40234375,25180.67578125,29071.94140625,10771.0419921875,9965.23828125,14314.7451171875,28442.33984375,11683.675130208334
SRPK1,CMGC,Q96SB4,5669.1005859375,4635.578125,5035.4697265625,4647.4501953125,4082.69580078125,6167.27734375,5113.3828125,4965.807779947917
SRPK2,CMGC,P78362,2216.67333984375,1825.5223388671875,2094.719482421875,1301.0924072265625,1193.7646484375,1778.0933837890625,2045.6383870442708,1424.3168131510417
STK10,STE,O94804,3776.812255859375,3228.27587890625,3526.662841796875,2116.664794921875,1954.21142578125,2654.416748046875,3510.5836588541665,2241.7643229166665
STK11,CAMK,Q15831,112000.75,89637.328125,114031.8984375,3188.134033203125,1601.1224365234375,2543.169677734375,105223.32552083333,2444.142049153646
STK16,Other,O75716,777.5213623046875,551.4734497070312,587.9632568359375,204.26646423339844,192.1851501464844,281.6325378417969,638.9860229492188,226.0280507405599
STK17B,CAMK,O94768,157.46884155273438,233.31918334960935,173.17733764648438,81.76544189453125,72.2459487915039,140.20460510253906,187.98845418294272,98.0719985961914
STK19,Atypical,P49842,308.1439208984375,200.34347534179688,130.30337524414062,444.035888671875,429.7294006347656,532.2621459960938,212.93025716145834,468.6758117675781
STK24,STE,Q9Y6E0,29767.3984375,23367.41015625,25943.8671875,17712.556640625,19702.33203125,25777.412109375,26359.55859375,21064.100260416668
STK25,STE,O00506,9131.6533203125,7939.56982421875,8256.794921875,2929.8896484375,2638.29931640625,3656.855224609375,8442.672688802084,3075.0147298177085
STK26,STE,Q9P289,27612.009765625,22658.802734375,25091.5703125,22287.751953125,22159.67578125,30578.46484375,25120.794270833332,25008.630859375
STK3,STE,Q13188,13072.7109375,11256.2236328125,11540.9990234375,7154.220703125,7249.94775390625,9430.8017578125,11956.64453125,7944.990071614583
STK32C,AGC,Q86UX6,573.2223510742188,836.679443359375,1259.533203125,237.8292694091797,292.5991516113281,539.2177124023438,889.8116658528646,356.5487111409505
STK33,CAMK,Q9BYT3,9420.90625,8313.94140625,7454.72607421875,2622.2890625,2244.17431640625,3566.817626953125,8396.524576822916,2811.0936686197915
STK35,Other,Q8TDR2,6835.54296875,5308.92626953125,6081.3203125,2363.042724609375,2663.0107421875,3198.4560546875,6075.26318359375,2741.503173828125
STK36,Other,Q9NRP7,2426.635498046875,1870.3131103515625,1964.47265625,2596.85791015625,2772.38037109375,4058.675048828125,2087.140421549479,3142.6377766927085
STK38,AGC,Q15208,21783.203125,17707.966796875,19439.23828125,19944.083984375,20343.083984375,25969.21484375,19643.469401041668,22085.4609375
STK38L,AGC,Q9Y2H1,9514.701171875,7239.1845703125,7745.04736328125,4199.15576171875,4462.591796875,6145.109375,8166.31103515625,4935.618977864583
STK39,STE,Q9UEW8,20315.962890625,15823.4931640625,17909.3046875,3877.12451171875,3737.1025390625,5201.88134765625,18016.253580729168,4272.0361328125
STK4,STE,Q13043,24926.484375,20979.1796875,21593.306640625,8786.25390625,9309.1875,11947.7578125,22499.656901041668,10014.399739583334
STRADA,STE,Q7RTN6,696.5706176757812,528.6389770507812,660.5758056640625,193.2638397216797,86.09973907470703,236.0303649902344,628.5951334635416,171.79798126220703
SYK,TK,P43405,6252.4033203125,5649.5439453125,5534.8125,67.42443084716797,100.91857147216795,109.03057861328124,5812.253255208333,92.45786031087239
TAF1,Atypical,P21675,325.3030700683594,361.70123291015625,453.2236022949219,372.9429626464844,417.3500061035156,545.5820922851562,380.0759684244792,445.29168701171875
TAOK1,STE,Q7L7X3,1982.7816162109373,1474.5723876953125,1762.59912109375,1607.91650390625,1318.4415283203125,2046.5059814453125,1739.984375,1657.621337890625
TAOK2,STE,Q9UL54,2015.2039794921875,1824.308837890625,2047.1844482421875,1416.1558837890625,1265.5892333984375,1597.903564453125,1962.232421875,1426.549560546875
TAOK3,STE,Q9H2K8,800.2061157226562,666.8733520507812,860.05517578125,1099.669189453125,1126.2657470703125,1750.8701171875,775.7115478515625,1325.6016845703125
TBCK,Other,Q8TEA7,705.797119140625,531.2830810546875,698.2151489257812,821.8746948242188,1031.667724609375,889.6336669921875,645.0984497070312,914.3920288085938
TBK1,Other,Q9UHD2,28874.4453125,24221.1328125,24488.552734375,12675.9111328125,12605.576171875,17440.703125,25861.376953125,14240.730143229166
TEC,TK,P42680,3037.989501953125,2508.329833984375,2676.255615234375,823.453369140625,767.5642700195312,1151.036376953125,2740.8583170572915,914.0180053710938
TESK2,TKL,Q96S53,3586.56396484375,3484.1435546875,2938.170654296875,421.2000732421875,172.21099853515625,1007.5741577148438,3336.292724609375,533.6617431640625
TGFBR1,TKL,P36897,8881.17578125,6596.01806640625,7080.10400390625,8323.423828125,7616.08447265625,10640.8134765625,7519.099283854167,8860.107259114584
TLK1,Other,Q9UKI8,4058.0224609375,3220.81884765625,3384.345703125,2805.6171875,2742.19482421875,3796.43505859375,3554.3956705729165,3114.7490234375
TLK2,Other,Q86UE8,14611.3876953125,11684.32421875,12362.1875,6728.822265625,6764.10791015625,8562.9306640625,12885.966471354166,7351.95361328125
TNIK,STE,Q9UKE5,3442.610107421875,2952.657958984375,2783.8515625,158.93814086914062,103.50872802734376,99.66273498535156,3059.70654296875,120.70320129394531
TNK1,TK,Q13470,1698.077392578125,1328.4302978515625,1602.665283203125,5856.27392578125,4981.88037109375,7508.818359375,1543.0576578776042,6115.657552083333
TNK2,TK,Q07912,3208.1044921875,2360.50390625,3724.016845703125,1824.17529296875,1657.9345703125,2582.848876953125,3097.541748046875,2021.6529134114583
TP53RK,Other,Q96S44,115.009521484375,90.64079284667967,110.04096221923828,132.89671325683594,112.38665771484376,200.2600860595703,105.23042551676433,148.51448567708334
TRIM24,Atypical,O15164,1525.9228515625,1336.3126220703125,1513.5015869140625,2055.002685546875,2054.32373046875,2812.224609375,1458.5790201822917,2307.1836751302085
TRIM28,Atypical,Q13263,35162.296875,30321.01953125,33545.15625,38986.04296875,40274.625,54783.49609375,33009.490885416664,44681.388020833336
TRIM33,Atypical,Q9UPN9,1826.099365234375,1598.7818603515625,1835.5604248046875,1276.3466796875,1297.9781494140625,1746.2491455078125,1753.4805501302083,1440.1913248697917
TRIO,CAMK,O75962,359.0475158691406,352.8522033691406,452.1862487792969,781.7410888671875,777.31982421875,1019.443603515625,388.0286560058594,859.5015055338541
TRPM7,Atypical,Q96QT4,170.2929229736328,111.26968383789062,165.73634338378906,203.05503845214844,220.38758850097656,341.9748229980469,149.09965006510416,255.13914998372397
TRRAP,Atypical,Q9Y4A5,2125.96728515625,1825.11572265625,2148.890380859375,1986.182861328125,1969.9803466796875,2815.28759765625,2033.324462890625,2257.1502685546875
TTK,Other,P33981,11984.9697265625,9076.8466796875,8688.4287109375,5347.99609375,5126.564453125,6590.08642578125,9916.748372395834,5688.215657552083
TTN,CAMK,Q8WZ42,360.5384521484375,343.30108642578125,325.6620178222656,356.1509704589844,290.0925598144531,561.5036010742188,343.1671854654948,402.58237711588544
TYK2,TK,P29597,4286.0439453125,3407.735107421875,3625.678466796875,1796.1480712890625,1856.37890625,2631.328369140625,3773.1525065104165,2094.618448893229
TYK2,TK,P29597,4286.0439453125,3407.735107421875,3625.678466796875,1796.1480712890625,1856.37890625,2631.328369140625,3773.1525065104165,2094.618448893229
TYRO3,TK,Q06418,2535.38037109375,2083.682373046875,2329.385986328125,1896.7833251953125,1774.1497802734375,2739.04052734375,2316.1495768229165,2136.6578776041665
ULK1,Other,O75385,4244.05615234375,4107.70849609375,4223.80712890625,1018.8900756835938,1014.426025390625,1349.3160400390625,4191.857259114583,1127.5440470377605
ULK2,Other,Q8IYT8,440.0724487304688,462.5331726074219,570.1246337890625,148.2433624267578,205.65513610839844,362.1183776855469,490.9100850423177,238.67229207356772
ULK3,Other,Q6PHR2,9658.8603515625,7314.18701171875,8319.2275390625,850.347900390625,885.6360473632812,1202.2010498046875,8430.75830078125,979.3949991861979
VRK1,CK1,Q99986,4214.02783203125,3028.19970703125,3682.7705078125,2853.15380859375,2621.90185546875,4128.04150390625,3641.666015625,3201.0323893229165
VRK2,CK1,Q86Y07,1667.1307373046875,1122.3623046875,940.6655883789062,1759.869384765625,2092.7421875,2511.482421875,1243.386210123698,2121.3646647135415
VRK3,CK1,Q8IV63,455.993408203125,453.5796508789063,479.0867309570313,204.14093017578125,66.28536987304688,152.69703674316406,462.8865966796875,141.0411122639974
WEE1,Other,P30291,2765.562255859375,2977.95068359375,2803.36181640625,1102.210205078125,1074.5732421875,1631.017822265625,2848.958251953125,1269.26708984375
WNK1,Other,Q9H4A3,2537.389892578125,2144.34130859375,2526.054931640625,2361.65966796875,2320.24462890625,3045.829345703125,2402.5953776041665,2575.9112141927085
WNK2,Other,Q9Y3S1,601.8192138671875,592.6168212890625,673.81298828125,258.5619812011719,207.94500732421875,360.9698791503906,622.7496744791666,275.82562255859375
WNK3,Other,Q9BYP7,1799.114501953125,1791.4537353515625,2298.275146484375,328.8829040527344,876.2200927734375,435.2272338867188,1962.9477945963542,546.7767435709635
YES1,TK,P07947,63486.5390625,52625.12109375,60009.09765625,36374.8046875,35000.9921875,47556.64453125,58706.919270833336,39644.147135416664
BAZ1A,Atypical,Q9NRL2,1873.256103515625,1650.9560546875,1961.721435546875,1866.3485107421875,1750.005126953125,2858.0244140625,1828.64453125,2158.126017252604
BAZ1B,Atypical,Q9UIG0,5689.58740234375,5439.62548828125,6266.00927734375,14431.9775390625,13342.771484375,18870.333984375,5798.407389322917,15548.361002604166
ABR,Atypical,Q12979,1312.7039794921875,1089.4622802734375,1300.1650390625,753.8585815429688,643.9332275390625,1001.1774291992188,1234.1104329427083,799.6564127604166
BLVRA,Atypical,P53004,3784.9375,3210.224609375,3720.065673828125,1351.8477783203125,1292.74267578125,1991.7138671875,3571.7425944010415,1545.4347737630208
GTF2F1,Atypical,P35269,2478.691162109375,1972.1533203125,2388.539794921875,1608.0860595703125,1557.2303466796875,2405.989501953125,2279.7947591145835,1857.1019694010417
NME1,NDK,P15531,11691.2744140625,9698.3173828125,9983.1279296875,9145.591796875,8613.4765625,14277.6396484375,10457.5732421875,10678.902669270834
NME2,NDK,P22392,33408.91796875,29193.91796875,31751.541015625,27761.6796875,27500.5859375,41112.79296875,31451.458984375,32125.01953125
NME3,NDK,Q13232,781.5398559570312,578.0575561523438,613.1647338867188,293.61700439453125,366.6701965332031,371.9764709472656,657.5873819986979,344.087890625
NME4,NDK,O00746,4378.2314453125,5867.53076171875,4185.2353515625,2787.260009765625,2728.819091796875,2832.930419921875,4810.33251953125,2783.003173828125
NME6,NDK,O75414,179.35728454589844,194.47520446777344,164.94789123535156,644.3616333007812,481.3063659667969,815.4766845703125,179.5934600830078,647.0482279459635
NME7,NDK,Q9Y5B8,710.3795776367188,583.3015747070312,681.486572265625,831.3453979492188,710.1383666992188,1137.3814697265625,658.3892415364584,892.955078125
FAM20B,PKL,O75063,426.2214660644531,304.0960693359375,505.9906005859375,372.7657165527344,310.5530090332031,492.1941528320313,412.1027119954427,391.83762613932294
FASTKD1,not in kinbase,Q53R41,535.4813232421875,450.9418640136719,543.1041870117188,599.4105834960938,578.2445678710938,821.8289184570312,509.8424580891927,666.4946899414062
FASTKD2,not in kinbase,Q9NYY8,2616.4326171875,2114.03759765625,2552.085693359375,6198.70849609375,6750.61962890625,8791.9638671875,2427.5186360677085,7247.097330729167
FASTKD5,not in kinbase,Q7L8L6,2105.89111328125,1781.6787109375,2081.7568359375,1260.7109375,1030.18115234375,1474.1976318359375,1989.7755533854167,1255.0299072265625
RP2,not kinase,O75695,710.08154296875,552.0407104492188,601.9094848632812,424.1712036132813,414.7524108886719,778.421875,621.3439127604166,539.1151631673177
